sales,market_indicator_1,market_indicator_2,gdp_growth,unemployment_rate,inflation_rate,target_sales
5496.714153011233,227.98710873172004,46.624108625128095,2.0460962210613047,4.136506395035066,1.7881201589886484,3259.6788994654594
4861.735698828816,218.49267365825537,49.27740664642241,2.569807494610249,4.9687965110609165,1.773292945808073,2924.4238786856295
5647.688538100692,201.19260739840348,46.03790039500019,2.793197233289178,5.018016872044447,1.1021784136849924,3359.368676762012
6523.029856408026,187.06126444588853,48.4601923518048,3.9438438286700954,5.472630345843406,1.8349549041492814,3919.9827305396484
4765.846625276664,213.9644662722718,40.53192666523107,3.2782765622668792,3.6331416367191736,2.3664145409108723,2906.335476643084
4765.863043050819,207.869707708435,51.06646853686469,2.3322592154500543,5.59256727384733,1.3628839404616024,3010.700833629847
6579.2128155073915,217.90386440055465,50.00602737681112,3.2430181447088184,2.295608368397225,2.5242413255252965,3985.7835474917124
5767.434729152908,212.70343603363938,45.914556844659046,2.2263480055308174,4.37011544763619,2.243887410542169,3370.3007533093432
4530.525614065048,220.9910543063867,53.296228342162024,3.5413455269435365,4.5117261575484555,1.632883339014481,2903.949092214677
5542.560043585965,189.29529576878863,54.68785068813279,2.764437674091061,5.633326826071238,1.9292351813310762,3304.084386589525
4536.5823071875375,226.34788131268652,41.96220067815513,2.9531819056304145,5.022630852676869,2.7991609038205167,2788.177926063681
4534.270246429744,203.951992093848,46.186376107168925,3.662898323771095,3.5944369461437136,2.366773906752933,2831.0200337907886
5241.962271566034,241.5052174525053,46.154288251063505,2.3564182157078752,4.015006874182985,2.0043918274490737,3242.205398840757
3086.719755342202,186.21624363820865,45.300484494455674,2.3014409074435043,5.198680009547407,1.881158341519508,2021.8447294983769
3275.082167486967,234.719276063305,54.14737420965874,2.7082003368269976,4.920932658135444,2.03830453522583,2088.7801350714135
4437.712470759027,203.95821566925295,49.03086930613598,3.5191894255096585,4.420875890364254,1.7441182210288484,2642.5870761170945
3987.1688796655762,186.97163992771104,48.67742579344694,2.240326962261579,4.519166210488021,0.9476252471404927,2671.1167797561698
5314.247332595274,190.32228331891358,39.98068817796623,1.5839222009447156,5.696167997159289,3.0210889552673654,3269.0764997044585
4091.9759244787892,193.5930538361136,53.17709015104613,2.7744205707955008,4.4823074271307854,2.077662499599701,2503.847157191062
3587.6962986647086,208.48331892803833,43.80370802573264,3.27587039995546,4.911908755970927,2.1990736325612685,2315.935687985367
6465.648768921554,210.45670976071,50.29966315133164,3.6001308748694147,7.169936588080542,1.9710461250615456,3972.5013351892853
4774.223699513464,188.52599992122842,51.38688468979096,2.7684193189573003,3.576317363116077,1.632441599637706,2966.153527447359
5067.528204687924,199.51290815478035,56.80329297919326,2.794286696441999,3.1481572684253414,1.9070377595256147,3355.2695244171764
3575.251813786543,242.8454071722373,43.45589800440444,3.5769503671278735,5.7835896647986065,1.2003026189028443,2194.8381573985325
4455.617275474818,234.55086340201422,34.90243922089587,2.0651291501522895,4.321356938705897,3.138543249026652,2715.4497788258445
5110.922589709866,208.72647339348063,50.91924772376847,2.8057396124084955,4.68176247225738,1.382744000788802,3145.9212718175872
3849.006422577697,200.760069563364,59.00255590755427,3.095211944962529,4.218843621868886,1.4840168580764104,2482.683723564486
5375.698018345672,202.40062653436522,56.19473176469719,3.2246093606425172,4.740199859232487,1.7798703978067998,3141.105069125142
4399.361310081195,212.27035945460833,51.04829707637313,2.7450966534045587,6.598538112096342,2.6440378624261887,2511.8471344450863
4708.306250206723,179.5441486960319,47.54181907183976,3.0172205058529205,5.802128458618119,2.007254499631327,2824.8896495780127
4398.293387770603,194.8524692515331,54.03561298318655,1.7558363232935053,5.862223511886977,1.3819321019847688,2539.443038830211
6852.278184508938,166.6283185224482,45.13226900147766,2.670875793833076,3.5837729442073547,2.6271691803786696,4123.38549840968
4986.502775262066,207.9844624521056,52.3817888467811,3.2267543562772336,3.8488462634471308,2.3655003133927406,3109.7851523904787
3942.2890710440997,212.9439187940548,52.52735079583314,2.5088529828726602,2.160921340514573,2.269217478608226,2345.434466989033
5822.544912103189,190.33627075401253,55.3010495374944,3.0294921107947985,4.190619178917246,2.35786712058542,3413.4752757637325
3779.1563500289776,231.47973526580066,63.79830019455539,3.223436250401349,5.956703186385658,3.1971809502912256,2350.251276788117
5208.863595004756,175.4846867399532,51.96207983589383,2.8287253995711175,5.516946515748371,3.092547447518056,3269.4141194699455
3040.3298761202245,170.7125023958036,47.45518187146251,3.0852318854982856,4.778486737047876,1.6566423284983522,1710.6598507263607
3671.8139511015697,204.48903637119943,49.872128439040026,2.518633717357694,4.977699716281947,2.8119424964055764,2351.445534246804
5196.861235869123,220.9419660522431,41.15462047555441,2.896694360151977,4.311114457424594,2.1915840948794503,3270.245413758535
5738.466579995411,233.67855382915738,46.52643434455471,3.305108084794611,5.2047588824017845,2.2495479080688745,3613.244667796112
5171.368281189971,190.8223147426212,47.95358780943448,3.078486480484217,5.7658782794806145,1.1538645841783357,3286.711043404881
4884.351717611759,221.5736166686259,47.37955801032704,2.7067343652180322,3.3841132125895275,1.914807117305902,3222.022463834637
4698.896304410711,199.22983060998587,50.76177436016861,3.1121082021453965,5.299647687837348,1.5935882048317176,2848.573704403533
3521.4780096325726,196.5474540011836,45.887900338089,3.357304895318309,5.932434870954667,2.4140294074466544,2187.3969900214934
4280.155791605292,217.67319874973344,55.60515333662236,1.975029360711261,4.5848997110366305,2.5355402502014024,2597.3121065969544
